,eta,L2,F
354,-0.31323636704499835,0.046977227569088176,0.0016998565059429618
355,-0.31566165926254675,0.0488983079892301,0.0018249346650335953
356,-0.3181155754760841,0.050857069433994984,0.0019563176405502257
357,-0.320593562737223,0.052850732728870586,0.0020939564014412953
358,-0.32310820655765543,0.05489040346571066,0.0022387816854247946
359,-0.3256296174684027,0.0569526917195457,0.00238923892901781
360,-0.32818025292811465,0.05905678967414333,0.0025468363932024543
361,-0.33074468920721484,0.061190914150188416,0.0027108023657372083
362,-0.3333249233235199,0.06335756829657213,0.0028814127737653754
363,-0.33591670129053947,0.06555403860245018,0.0030585288396089106
364,-0.33853097300748725,0.06779059115615176,0.003243072378129811
365,-0.34113582501711215,0.07004069952900811,0.0034328842832991135
366,-0.34377504050388785,0.07234316081566955,0.0036313144942447264
367,-0.3464107992390457,0.07466608342446643,0.003835680696488364
368,-0.34905707562813565,0.0770226263253751,0.004047162143522134
369,-0.35170603259371763,0.07940678553396902,0.004265246977392225
370,-0.3543434682845045,0.08180648402362217,0.004488801542122303
371,-0.35700506509284374,0.08425526439382189,0.004720980946158078
372,-0.3596323446443688,0.08670009398062584,0.004956707034032479
373,-0.3622848046899154,0.08919718294291062,0.005201379047220801
374,-0.3649098403598333,0.09169800308478453,0.005450203604993589
375,-0.3675671753678191,0.0942606485521767,0.005708962505176289
376,-0.37018419456774304,0.09681611092792133,0.005970621445681866
377,-0.37282254009698157,0.09942547921758135,0.006241377485010517
378,-0.3754346379301986,0.10204291167557732,0.006516409354109348
379,-0.3780431733161856,0.10469193766222301,0.006798089363198048
380,-0.380645470542317,0.10737110366382355,0.007086188256509162
381,-0.38324457424371366,0.11008490443888258,0.007381109433690108
382,-0.3858384397356581,0.11283268369219944,0.007682693532173282
383,-0.38840842612163495,0.11559578643594631,0.007988756443972702
384,-0.3909636388426902,0.11838494253092706,0.008300336057715338
385,-0.39353653848057535,0.1212376659426248,0.008621534476729253
386,-0.39605248629993,0.12407228688175509,0.008942960979978768
387,-0.39857692395834343,0.12696348273271058,0.009272913174417075
388,-0.40108443726853094,0.1298843081697567,0.009608155088170393
389,-0.4035714673281333,0.1328320821145359,0.009948178229715717
390,-0.4060583207214536,0.13583300496086537,0.010295815637466739
391,-0.4085099471597999,0.13884658384412743,0.0106461383203913
392,-0.41096322323636214,0.14192020399167435,0.011004428412736519
393,-0.41340199929261334,0.14503663054142538,0.011368421820152788
394,-0.41581053303867516,0.14817778461669717,0.011735714837354798
395,-0.418209120012614,0.15137257779149224,0.012109391751290888
396,-0.42060301613655054,0.15463182297072783,0.012490388169392994
397,-0.4229631874249142,0.1579190884785861,0.01287406895285418
398,-0.4253102567296379,0.1612661530750146,0.013263762725918626
399,-0.42765416039223997,0.16469221104127857,0.013661260302100551
400,-0.42996854457727474,0.16816343019233432,0.014062132621094584
401,-0.4322553030491223,0.17168647077728888,0.014466642417028988
402,-0.43452117010982905,0.17527659243364785,0.01487597749479588
403,-0.43673727978374416,0.17889200990036064,0.015284769142267318
404,-0.4389263779785096,0.182573930273975,0.015697080275930766
405,-0.4410780640685056,0.18631051351358824,0.01611086769069387
406,-0.44318576335643134,0.19009536903442,0.016524692952214936
407,-0.445240232354659,0.19391619533576815,0.016936471993830967
408,-0.4472414689170886,0.1977770381932765,0.0173458972369665
